-_Task_3_84c455b8b0db45b388e7e176598502a9.bpmn,1,0,0,0,1,1,0.8888888888888888,0.2,0.75,1,0.37,0,Satisfied,Bad,0.7808888888888889,0.2,Well,Poor
-__bung_3_2bdcf0e75ba0441a9c2e775e9b3555b8.bpmn,1,1,0,0,1,1,1,0.5,0.8,1,0.56,0,Satisfied,Bad,0.8640000000000001,0.5,Good,Satisfied
-__bung_3_aa020f86ca734ca78c9e1dfb8c92b088.bpmn,1,0,0,0,1,1,0.9411764705882353,0.2,0.5,1,0.37,0,Satisfied,Bad,0.7208235294117648,0.2,Well,Poor
02Regressnahme_fe2a7ad5737d4474908913c52950a268.bpmn,1,1,0,0,1,1,1,0.5,0.6666666666666667,1,0.56,0,Satisfied,Bad,0.8266666666666668,0.5,Good,Satisfied
03_-_Regressnahme_25cbac3aa336467199f85f29f8db84c5.bpmn,1,1,0,0,1,1,1,0.1,0.5,1,0.56,0,Satisfied,Bad,0.7160000000000001,0.1,Well,Bad
03_Regressfall_7fa68b043d164a6d9bccbfcdb31b42db.bpmn,1,0,0,0,1,1,0.8888888888888888,0.2,0.33333333333333337,1,0.37,0,Satisfied,Bad,0.6642222222222223,0.2,Well,Poor
2._Regressnahme_fd071e371530415dbd1c605de3888422.bpmn,1,0,0,0,1,1,0.8666666666666667,0.5,0,1,0.37,0,Satisfied,Bad,0.6146666666666667,0,Satisfied,Bad
3-Regressnahme_abaeb1bfe7cb46448a9126aa13cc0084.bpmn,1,0,0,0,1,1,0.9523809523809523,0.2,0.6,1,0.37,0,Satisfied,Bad,0.750952380952381,0.2,Well,Poor
3.__bung_Regressnahme_6ad77fb7929143dd85d80f6b49a4ed7a.bpmn,1,1,0,0,1,1,1,0.058823529411764705,0,1,0.56,0,Satisfied,Bad,0.5694117647058824,0,Satisfied,Bad
3_56a29c753e8648b7aa9c4715e6471363.bpmn,1,0,1,0,1,1,0.8235294117647058,1,0.6,1,0.53,0,Satisfied,Bad,0.8544705882352942,0.6,Good,Satisfied
Aufgabe3_Regressnahme_7bffccf60796457ea72f8f8e17b82193.bpmn,1,1,0,0,1,1,1,0.5,0.8571428571428572,1,0.56,0,Satisfied,Bad,0.8800000000000001,0.5,Good,Satisfied
Aufgabe_3_-_Regressnahme_85ba47b6b06c429da81ed4723f0ebe5e.bpmn,1,0,0,0,1,1,0.8823529411764706,0.5,0.4,1,0.37,0,Satisfied,Bad,0.7296470588235294,0.4,Well,Satisfied
Aufgabe_3_539351f911444c3388d2661ba83ee73d.bpmn,1,0,0,0,1,1,0.9411764705882353,0.5,0.5,1,0.37,0,Satisfied,Bad,0.7688235294117648,0.5,Well,Satisfied
Aufgabe_3_6c08c1c8f6a54c43ae18c89d07016d0f.bpmn,1,1,0,0,1,1,1,0.058823529411764705,0,1,0.56,0,Satisfied,Bad,0.5694117647058824,0,Satisfied,Bad
Aufgabe_3_79db7a163b68425487ecc080bffd257b.bpmn,1,0,0,0,1,1,0.95,0.1,0.8,1,0.37,0,Satisfied,Bad,0.7905000000000001,0.1,Well,Bad
Aufgabe_3_a6287b5ad26d4bd1a3ef1c9bc8fe46c2.bpmn,1,0,0,0,1,1,0.9473684210526316,0.5,0.5,1,0.37,0,Satisfied,Bad,0.7700000000000001,0.5,Well,Satisfied
Beispiel_2_Regress_e5eb798baee240389669a43dd2216bef.bpmn,1,0,1,0,1,1,0.8,1,0.5,1,0.53,0,Satisfied,Bad,0.8220000000000001,0.5,Good,Satisfied
